semantic_candidate_name,exact_dungeondraft_uri,asset_kind,compatible_mcp_operations,source,original_dungeondraft_category,original_dungeondraft_tags,dimensions_or_scale,discovery_status,validation_status
"Small Table 05","res://textures/objects/furniture/tables/small_table_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Small Table 06","res://textures/objects/furniture/tables/small_table_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Small Table 07","res://textures/objects/furniture/tables/small_table_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Small Table 08","res://textures/objects/furniture/tables/small_table_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Small Table 09","res://textures/objects/furniture/tables/small_table_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Small Table 10","res://textures/objects/furniture/tables/small_table_10.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Table Corner Stone 01","res://textures/objects/furniture/tables/table_corner_stone_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Table Corner Stone 02","res://textures/objects/furniture/tables/table_corner_stone_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Table Corner Stone 03","res://textures/objects/furniture/tables/table_corner_stone_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Table Corner Stone 04","res://textures/objects/furniture/tables/table_corner_stone_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Table Corner Stone 05","res://textures/objects/furniture/tables/table_corner_stone_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Table Corner Stone 06","res://textures/objects/furniture/tables/table_corner_stone_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Table Corner Stone 07","res://textures/objects/furniture/tables/table_corner_stone_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Table Corner Stone 08","res://textures/objects/furniture/tables/table_corner_stone_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Table Corner Wood 01","res://textures/objects/furniture/tables/table_corner_wood_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Table Corner Wood 02","res://textures/objects/furniture/tables/table_corner_wood_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Table Corner Wood 03","res://textures/objects/furniture/tables/table_corner_wood_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Table Corner Wood 04","res://textures/objects/furniture/tables/table_corner_wood_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Table Corner Wood 05","res://textures/objects/furniture/tables/table_corner_wood_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Table Corner Wood 06","res://textures/objects/furniture/tables/table_corner_wood_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Table Corner Wood 07","res://textures/objects/furniture/tables/table_corner_wood_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Funeral Pyre 01","res://textures/objects/graveyard/funeral_pyre_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Funeral Pyre 02","res://textures/objects/graveyard/funeral_pyre_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Funeral Pyre 03","res://textures/objects/graveyard/funeral_pyre_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Funeral Pyre 04","res://textures/objects/graveyard/funeral_pyre_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grave 01","res://textures/objects/graveyard/grave_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grave 02","res://textures/objects/graveyard/grave_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grave 03","res://textures/objects/graveyard/grave_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grave 04","res://textures/objects/graveyard/grave_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grave 05","res://textures/objects/graveyard/grave_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grave 06","res://textures/objects/graveyard/grave_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grave 07","res://textures/objects/graveyard/grave_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grave 08","res://textures/objects/graveyard/grave_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grave 09","res://textures/objects/graveyard/grave_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grave 10","res://textures/objects/graveyard/grave_10.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grave 11","res://textures/objects/graveyard/grave_11.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gravestone 01","res://textures/objects/graveyard/gravestone_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gravestone 02","res://textures/objects/graveyard/gravestone_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gravestone 03","res://textures/objects/graveyard/gravestone_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gravestone 04","res://textures/objects/graveyard/gravestone_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gravestone 05","res://textures/objects/graveyard/gravestone_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gravestone 06","res://textures/objects/graveyard/gravestone_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gravestone 07","res://textures/objects/graveyard/gravestone_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gears 1","res://textures/objects/hardware/gears/gears_1.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gears 10","res://textures/objects/hardware/gears/gears_10.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gears 2","res://textures/objects/hardware/gears/gears_2.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gears 3","res://textures/objects/hardware/gears/gears_3.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gears 4","res://textures/objects/hardware/gears/gears_4.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gears 5","res://textures/objects/hardware/gears/gears_5.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gears 6","res://textures/objects/hardware/gears/gears_6.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gears 7","res://textures/objects/hardware/gears/gears_7.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gears 8","res://textures/objects/hardware/gears/gears_8.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Gears 9","res://textures/objects/hardware/gears/gears_9.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Toilet 01","res://textures/objects/hardware/toilets/toilet_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Toilet 02","res://textures/objects/hardware/toilets/toilet_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Toilet 03","res://textures/objects/hardware/toilets/toilet_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Toilet 04","res://textures/objects/hardware/toilets/toilet_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Toilet 05","res://textures/objects/hardware/toilets/toilet_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Toilet 06","res://textures/objects/hardware/toilets/toilet_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Bear Trap 01","res://textures/objects/hazards/bear_trap_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Bear Trap 02","res://textures/objects/hazards/bear_trap_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blade 01","res://textures/objects/hazards/blade_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blade 02","res://textures/objects/hazards/blade_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blade 05","res://textures/objects/hazards/blade_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blade 06","res://textures/objects/hazards/blade_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Floor Spikes 01","res://textures/objects/hazards/floor_spikes_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Floor Spikes 02","res://textures/objects/hazards/floor_spikes_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Hole 01","res://textures/objects/hazards/hole_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Monster 01","res://textures/objects/hazards/monster_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pit 01","res://textures/objects/hazards/pit_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spike Pit Dungeon 01","res://textures/objects/hazards/spike_pit_dungeon_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Spike Pit Wood 02","res://textures/objects/hazards/spike_pit_wood_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Trap 01","res://textures/objects/hazards/statue_trap_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Trap 02","res://textures/objects/hazards/statue_trap_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Trap Flames 01","res://textures/objects/hazards/statue_trap_flames_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Trap Flames 02","res://textures/objects/hazards/statue_trap_flames_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Statue Trap Flames 03","res://textures/objects/hazards/statue_trap_flames_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Tar Pit 01","res://textures/objects/hazards/tar_pit_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Tar Pit 02","res://textures/objects/hazards/tar_pit_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Tar Pit 03","res://textures/objects/hazards/tar_pit_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Tar Pit 04","res://textures/objects/hazards/tar_pit_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Tar Pit 05","res://textures/objects/hazards/tar_pit_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Tar Pit 06","res://textures/objects/hazards/tar_pit_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Toxic Gas 01","res://textures/objects/hazards/toxic_gas_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Wall Spikes 01","res://textures/objects/hazards/wall_spikes_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Wall Spikes 02","res://textures/objects/hazards/wall_spikes_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Wall Trap 01","res://textures/objects/hazards/wall_trap_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grate 01","res://textures/objects/infrastructure/grates/grate_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grate 02","res://textures/objects/infrastructure/grates/grate_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grate 03","res://textures/objects/infrastructure/grates/grate_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grate 04","res://textures/objects/infrastructure/grates/grate_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grate 05","res://textures/objects/infrastructure/grates/grate_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grate 06","res://textures/objects/infrastructure/grates/grate_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grate 07","res://textures/objects/infrastructure/grates/grate_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Grate 08","res://textures/objects/infrastructure/grates/grate_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pipe 01","res://textures/objects/infrastructure/pipes/pipe_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pipe 02","res://textures/objects/infrastructure/pipes/pipe_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pipe 03","res://textures/objects/infrastructure/pipes/pipe_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pipe 04","res://textures/objects/infrastructure/pipes/pipe_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pipe 05","res://textures/objects/infrastructure/pipes/pipe_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pipe 06","res://textures/objects/infrastructure/pipes/pipe_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pipe 07","res://textures/objects/infrastructure/pipes/pipe_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pipe 08","res://textures/objects/infrastructure/pipes/pipe_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pipe 09","res://textures/objects/infrastructure/pipes/pipe_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ballista 01","res://textures/objects/machines/ballista_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ballista 02","res://textures/objects/machines/ballista_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ballista 03","res://textures/objects/machines/ballista_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Counterweight Crane","res://textures/objects/machines/counterweight_crane.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Crane 01","res://textures/objects/machines/crane_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elevator 01","res://textures/objects/machines/elevator_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Machine 01","res://textures/objects/machines/machine_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Manual Conveyor","res://textures/objects/machines/manual_conveyor.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Manual Conveyor Platform","res://textures/objects/machines/manual_conveyor_platform.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mortar 01","res://textures/objects/machines/mortar_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Portcullis Winch","res://textures/objects/machines/portcullis_winch.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pulley Lift","res://textures/objects/machines/pulley_lift.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Water Wheel 01","res://textures/objects/machines/water_wheel_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Altar 01","res://textures/objects/magic/altar_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Altar 02","res://textures/objects/magic/altar_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Altar 03","res://textures/objects/magic/altar_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Altar 04","res://textures/objects/magic/altar_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Altar 05","res://textures/objects/magic/altar_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cauldron 01","res://textures/objects/magic/cauldron_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cauldron 02","res://textures/objects/magic/cauldron_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cauldron 03","res://textures/objects/magic/cauldron_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cauldron 04","res://textures/objects/magic/cauldron_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Magic Portal 01","res://textures/objects/magic/magic_portal_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Magic Portal 02","res://textures/objects/magic/magic_portal_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Magic Portal 03","res://textures/objects/magic/magic_portal_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Magic Portal 04","res://textures/objects/magic/magic_portal_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Standing Portal 01","res://textures/objects/magic/standing_portal_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Standing Portal 02","res://textures/objects/magic/standing_portal_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Standing Portal 03","res://textures/objects/magic/standing_portal_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Standing Portal 04","res://textures/objects/magic/standing_portal_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Standing Portal 05","res://textures/objects/magic/standing_portal_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sum Circle 01","res://textures/objects/magic/sum_circle_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sum Circle 02","res://textures/objects/magic/sum_circle_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sum Circle 03","res://textures/objects/magic/sum_circle_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sum Circle 04","res://textures/objects/magic/sum_circle_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sum Circle 05","res://textures/objects/magic/sum_circle_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sum Circle 06","res://textures/objects/magic/sum_circle_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sum Circle 07","res://textures/objects/magic/sum_circle_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sum Circle 08","res://textures/objects/magic/sum_circle_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Sum Circle 09","res://textures/objects/magic/sum_circle_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blood Water Stain 01","res://textures/objects/military/blood/blood_water_stain_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blood Water Stain 02","res://textures/objects/military/blood/blood_water_stain_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blood Water Stain 03","res://textures/objects/military/blood/blood_water_stain_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blood Water Stain 04","res://textures/objects/military/blood/blood_water_stain_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blood Water Stain 05","res://textures/objects/military/blood/blood_water_stain_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blood Water Stain 06","res://textures/objects/military/blood/blood_water_stain_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blood Water Stain 07","res://textures/objects/military/blood/blood_water_stain_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blood Water Stain 08","res://textures/objects/military/blood/blood_water_stain_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blood Water Stain 09","res://textures/objects/military/blood/blood_water_stain_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blood Water Stain 10","res://textures/objects/military/blood/blood_water_stain_10.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blood Water Stain 11","res://textures/objects/military/blood/blood_water_stain_11.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blood Water Stain 12","res://textures/objects/military/blood/blood_water_stain_12.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blood Water Stain 13","res://textures/objects/military/blood/blood_water_stain_13.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Blood Water Stain 14","res://textures/objects/military/blood/blood_water_stain_14.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Barried Wood 01","res://textures/objects/military/defense/barried_wood_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Barrier Sandbag 01","res://textures/objects/military/defense/barrier_sandbag_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Barrier Sandbag 02","res://textures/objects/military/defense/barrier_sandbag_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Barrier Sandbag 03","res://textures/objects/military/defense/barrier_sandbag_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Barrier Sandbag 04","res://textures/objects/military/defense/barrier_sandbag_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cheval De Frise 01","res://textures/objects/military/defense/cheval_de_frise_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Shield 01","res://textures/objects/military/gear/shield_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Shield 02","res://textures/objects/military/gear/shield_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ballista","res://textures/objects/military/machines/ballista.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ballista 02","res://textures/objects/military/machines/ballista_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangonel","res://textures/objects/military/machines/mangonel.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Mangonel Big","res://textures/objects/military/machines/mangonel_big.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Trebuchet","res://textures/objects/military/machines/trebuchet.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Bowl W Arrows","res://textures/objects/military/training/bowl_w_arrows.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Bowl W Swords","res://textures/objects/military/training/bowl_w_swords.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Target 01","res://textures/objects/military/training/target_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Target 02","res://textures/objects/military/training/target_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Target 03","res://textures/objects/military/training/target_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Target 04","res://textures/objects/military/training/target_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Target 05","res://textures/objects/military/training/target_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Target 06","res://textures/objects/military/training/target_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Arrow 01","res://textures/objects/military/weapons/arrow_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Arrow Tip","res://textures/objects/military/weapons/arrow_tip.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Bow 01","res://textures/objects/military/weapons/bow_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Bow 02","res://textures/objects/military/weapons/bow_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cannon 01","res://textures/objects/military/weapons/cannon_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cannon 02","res://textures/objects/military/weapons/cannon_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Cannonball 01","res://textures/objects/military/weapons/cannonball_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
